date,Store_ID,Product_ID,Inventory_Level,Units_Sold,Units_Ordered,Price,Discount,Promotion,Competitor_Pricing,Demand
2024-01-09,S005,P0004,150,24,0,6.51,0,0,5.82,38
2022-05-27,S001,P0004,0,0,202,115.74,5,0,107.51,116
2023-12-11,S002,P0014,468,74,0,106.73,10,1,127.11,80
2023-05-28,S001,P0016,425,133,0,44.36,0,0,42.71,124
2023-10-17,S001,P0015,88,50,69,14.56,0,0,16.05,67
2022-01-08,S003,P0004,473,60,0,16.05,25,1,14.37,61
2023-10-11,S003,P0016,275,51,0,78.21,10,0,92.03,55
2022-08-09,S003,P0006,92,74,93,33.02,20,1,35.82,111
2022-05-23,S005,P0002,97,49,0,33.6,10,0,39.86,65
2022-04-05,S003,P0015,362,65,0,90.6,5,0,99.04,90
2023-02-05,S003,P0012,184,21,0,77.41,5,0,87.17,26
2023-02-11,S002,P0007,185,41,93,22.82,5,0,20.21,35
2023-02-27,S003,P0015,276,71,0,86.06,20,1,80.84,111
2022-02-20,S003,P0002,398,43,0,48.88,5,0,44.69,58
2022-04-03,S004,P0006,359,97,0,38.99,0,0,45.9,118
2023-10-07,S001,P0009,178,150,148,101.76,10,0,99.79,156
2022-08-09,S002,P0010,110,110,188,102.02,10,1,110.62,182
2022-04-07,S002,P0010,190,130,127,100.34,10,0,95.17,156
2022-04-15,S001,P0012,238,124,0,81.19,10,0,76.25,109
2022-07-26,S002,P0017,59,59,375,19.56,10,1,21.61,106
2022-04-06,S001,P0015,119,119,140,16.53,5,0,18.73,120
2022-11-10,S004,P0003,349,21,0,123.17,0,0,105.48,29
2022-06-04,S005,P0005,252,153,0,21.37,0,0,19.79,172
2022-09-07,S005,P0013,270,57,0,66.86,5,0,71.2,81
2022-10-28,S005,P0013,755,83,0,68.94,10,1,80.69,107
2022-12-23,S005,P0006,1199,146,0,62.93,5,0,71.1,132
2023-01-30,S005,P0001,312,105,0,11.52,10,0,10.82,101
2023-08-16,S005,P0001,261,112,253,14.73,0,0,13.54,148
2022-04-02,S001,P0018,202,90,0,47.57,25,1,45.24,95
2023-08-16,S004,P0002,371,34,0,12.3,25,1,14.29,40
2024-01-09,S005,P0014,269,65,0,126.14,25,1,123.42,65
2022-06-11,S003,P0015,1233,233,0,124.4,10,0,123.22,201
2023-08-24,S001,P0010,482,42,0,116.32,0,0,106.9,36
2022-01-19,S002,P0011,519,217,602,117.97,10,0,102.44,191
2022-01-30,S002,P0008,161,140,188,31.46,5,0,29.54,164
2023-08-08,S002,P0015,732,64,0,74.35,0,0,70.56,104
2023-06-02,S001,P0011,167,67,109,139.33,10,0,148.27,62
2022-02-04,S001,P0011,348,103,0,169.25,5,0,188.64,102
2023-07-29,S002,P0003,166,83,0,70.75,5,0,76.48,74
2023-08-19,S001,P0001,453,90,0,79.11,0,0,73.18,109
2022-04-08,S003,P0003,138,136,136,94.37,10,0,81.01,129
2023-08-29,S001,P0018,250,134,158,72.3,5,0,66.18,156
2022-05-11,S002,P0012,227,45,198,45.6,25,1,40.66,47
2022-10-04,S002,P0008,137,104,108,25.76,10,0,25.49,114
2022-08-18,S001,P0020,470,62,0,103.63,10,0,89.72,52
2023-09-08,S003,P0005,691,60,0,21.04,0,0,25.19,73
2023-01-28,S005,P0013,544,78,0,76.66,0,0,92.51,107
2022-11-02,S005,P0004,78,78,194,8.1,15,1,9.59,170
2023-03-18,S004,P0016,244,39,0,111.06,5,0,104.84,58
2023-08-27,S002,P0017,315,78,272,19.04,10,0,23.0,98
2022-10-05,S004,P0012,69,69,115,117.15,10,0,124.16,134
2023-11-25,S001,P0015,164,60,0,13.37,10,0,12.69,59
2022-10-19,S002,P0006,94,76,145,57.72,20,1,64.94,125
2023-10-31,S003,P0010,164,82,103,41.55,0,0,47.43,116
2023-09-26,S003,P0012,121,51,0,89.69,5,0,100.96,62
2022-04-25,S004,P0012,109,22,0,87.56,5,0,105.18,35
2023-08-06,S001,P0005,1140,105,0,60.07,20,1,59.6,160
2023-09-21,S003,P0018,571,149,622,158.48,10,0,154.26,142
2022-10-22,S002,P0011,413,70,0,102.3,0,0,99.15,104
2023-06-02,S002,P0004,379,132,0,44.29,0,0,47.32,113
2022-04-22,S002,P0012,440,33,0,54.07,10,0,52.48,44
2023-04-01,S003,P0006,196,114,0,41.4,0,0,46.8,112
2022-12-20,S003,P0016,91,53,0,86.97,5,0,86.71,56
2022-10-15,S005,P0015,79,79,376,61.99,15,1,54.3,214
2022-05-10,S004,P0015,108,28,0,61.99,25,1,66.73,33
2022-07-18,S002,P0005,315,71,215,87.28,0,0,82.23,64
2023-05-29,S002,P0020,360,71,0,137.85,0,0,137.79,77
2023-05-29,S003,P0003,169,126,156,107.2,5,0,95.01,154
2024-01-13,S003,P0001,371,143,0,17.85,15,1,17.7,151
2022-02-15,S002,P0009,154,101,0,56.61,10,0,50.19,85
2022-06-25,S001,P0016,487,217,508,48.37,5,0,57.27,192
2023-02-21,S001,P0001,87,36,0,60.58,5,0,59.84,48
2022-12-07,S004,P0014,254,68,0,122.05,25,1,132.22,66
2022-07-04,S004,P0014,138,29,91,119.0,25,1,114.83,46
2023-12-30,S004,P0018,96,23,0,133.05,5,0,123.58,25
2023-01-27,S005,P0012,72,72,0,123.29,10,1,147.58,91
2023-05-18,S001,P0017,182,126,0,25.62,0,0,28.9,133
2022-05-21,S004,P0020,101,14,0,107.04,0,0,123.74,23
2023-09-15,S005,P0014,342,81,323,149.06,20,1,173.63,109
2022-04-26,S002,P0017,720,32,0,15.6,5,0,17.36,30
2023-02-05,S003,P0020,168,168,0,78.61,15,1,89.4,169
2023-03-14,S002,P0015,314,85,0,63.81,5,0,72.37,89
2022-12-15,S003,P0001,135,69,0,14.88,10,0,17.96,90
2023-07-05,S004,P0019,154,64,106,52.77,10,0,58.42,88
2022-08-28,S005,P0002,488,95,0,43.05,5,0,38.42,106
2023-10-16,S001,P0004,91,53,0,91.39,0,0,100.54,49
2023-08-21,S003,P0003,156,67,0,64.15,20,1,67.89,64
2023-02-27,S001,P0017,76,11,0,12.58,25,1,14.03,16
2022-08-29,S002,P0010,182,105,0,86.03,5,0,73.56,88
2023-03-24,S005,P0001,143,143,378,12.52,20,1,14.88,190
2023-02-23,S001,P0016,68,68,0,37.46,10,0,36.72,104
2023-01-31,S005,P0003,109,24,50,24.45,0,0,22.23,25
2023-12-25,S005,P0017,156,127,104,37.08,10,0,35.63,107
2022-12-05,S005,P0010,297,85,344,62.2,5,0,69.25,127
2022-12-15,S005,P0015,53,53,307,48.22,20,1,57.78,159
2023-12-19,S001,P0020,219,105,0,128.5,5,0,123.16,96
2024-01-07,S005,P0005,175,55,181,14.71,10,0,12.76,83
2023-09-09,S005,P0012,454,47,0,130.5,0,0,111.36,63
2023-03-12,S001,P0007,481,129,0,25.01,15,1,21.35,136
2022-11-08,S002,P0018,86,47,65,26.2,5,0,24.09,78
2024-01-23,S004,P0013,545,165,432,22.99,10,1,20.59,153
2022-03-08,S004,P0016,192,61,0,105.32,10,0,112.89,72
2023-06-29,S001,P0020,91,86,0,119.35,5,0,110.17,75
2023-03-07,S003,P0018,431,112,530,143.67,10,1,156.9,126
2023-05-19,S003,P0012,192,110,166,81.48,25,1,86.48,102
2022-04-20,S004,P0006,320,162,248,39.41,10,0,34.22,140
2022-03-23,S002,P0011,218,131,0,105.21,0,0,122.19,130
2022-08-07,S004,P0009,505,90,0,118.78,5,0,136.85,120
2022-05-23,S003,P0001,148,16,0,10.64,20,1,9.7,20
2022-01-06,S001,P0015,71,71,91,16.63,0,0,19.71,106
2022-11-05,S004,P0013,586,74,0,18.17,10,0,16.49,78
2023-11-04,S004,P0007,753,154,0,30.42,10,0,27.72,134
2022-01-23,S002,P0001,97,97,685,82.73,25,1,99.08,207
2022-03-21,S003,P0017,561,95,0,141.87,0,0,137.5,105
2023-04-23,S001,P0008,79,79,93,46.86,0,0,55.36,108
2022-10-07,S003,P0015,236,116,0,88.35,15,1,101.81,116
2022-07-27,S001,P0018,280,171,0,73.34,0,0,83.66,161
2023-10-14,S001,P0014,425,43,0,58.92,15,1,55.84,69
2022-11-25,S005,P0017,171,98,130,35.16,15,1,41.01,125
2023-07-26,S002,P0006,147,107,163,66.45,15,1,70.64,153
2022-12-09,S002,P0002,260,130,266,35.01,0,0,38.49,112
2023-07-11,S001,P0002,191,87,0,67.88,5,0,81.36,124
2023-05-11,S003,P0014,401,70,0,90.08,10,0,85.54,98
2022-12-08,S005,P0006,630,97,677,70.62,0,0,84.93,154
2022-11-24,S004,P0008,110,92,113,112.84,0,0,97.53,99
2022-09-19,S004,P0008,172,74,0,94.75,0,0,103.2,63
2022-11-06,S002,P0007,81,81,311,23.43,20,1,26.73,103
2023-06-01,S005,P0003,195,54,0,26.25,5,0,30.29,69
2022-07-21,S004,P0002,365,78,0,20.35,5,0,18.19,99
2023-07-14,S005,P0020,170,90,101,32.39,0,0,34.1,109
2022-04-12,S003,P0003,179,95,130,81.92,20,1,74.11,121
2022-09-26,S004,P0020,71,37,0,111.3,10,0,125.32,59
2022-04-04,S003,P0007,351,181,0,18.32,10,1,17.82,155
2022-12-10,S003,P0020,335,67,0,63.95,5,0,74.51,67
2023-01-04,S001,P0016,513,83,0,34.36,10,0,30.19,78
2023-05-12,S003,P0005,831,31,0,18.5,0,0,19.77,40
2023-06-22,S005,P0003,140,140,113,27.63,20,1,33.04,137
2023-02-15,S001,P0011,98,34,60,143.16,0,0,123.59,29
2022-05-18,S004,P0008,90,12,0,70.99,10,0,83.53,19
2022-08-11,S004,P0005,128,107,89,69.95,10,0,59.85,99
2022-12-02,S004,P0006,283,120,323,40.24,5,0,43.98,146
2023-12-07,S001,P0013,178,86,0,30.18,10,0,28.59,83
2022-12-15,S005,P0013,299,105,0,81.91,0,0,95.34,128
2022-06-23,S001,P0014,371,109,0,77.48,5,0,81.58,134
2023-01-21,S002,P0006,149,109,110,58.78,20,1,57.33,114
2023-07-01,S001,P0010,291,59,294,116.49,10,0,128.24,77
2023-06-20,S002,P0005,1028,114,0,90.63,20,1,78.23,144
2022-03-24,S003,P0019,189,130,144,54.75,15,1,59.44,149
2022-07-05,S003,P0011,168,48,130,91.21,20,1,97.36,72
2022-01-12,S004,P0016,284,72,0,109.64,10,1,97.22,69
2022-03-30,S002,P0004,452,229,614,52.43,10,0,47.36,192
2023-08-10,S002,P0002,265,189,0,33.7,25,1,29.95,182
2022-12-31,S001,P0006,270,120,375,40.94,5,0,44.92,110
2023-11-30,S002,P0014,472,52,0,114.39,5,0,111.51,70
2023-08-14,S001,P0005,58,40,0,55.39,0,0,49.41,64
2023-09-21,S003,P0020,529,74,0,66.28,5,0,78.86,77
2023-09-22,S001,P0003,841,86,0,51.56,5,0,59.12,91
2022-11-03,S003,P0008,465,40,0,93.01,10,0,81.76,50
2023-11-29,S003,P0007,688,132,504,18.11,5,0,20.95,149
2023-01-04,S004,P0013,397,101,0,22.09,0,0,25.1,121
2022-02-08,S005,P0003,144,92,135,30.2,15,1,33.45,147
2023-10-31,S003,P0015,333,95,0,101.6,0,0,107.44,109
2023-03-21,S002,P0017,266,102,287,18.68,15,1,20.9,109
2023-10-25,S002,P0001,260,99,0,69.68,15,1,64.99,86
2024-01-04,S003,P0015,664,65,0,84.1,10,0,83.47,69
2022-12-29,S004,P0012,296,62,0,103.33,5,0,121.13,78
2023-08-13,S001,P0020,360,33,0,104.7,5,0,89.03,41
2022-10-22,S005,P0016,316,66,281,32.99,5,0,36.91,92
2022-11-18,S005,P0004,105,105,169,7.73,15,1,9.08,153
2022-12-14,S005,P0020,155,91,103,31.58,5,0,29.83,101
2023-05-08,S005,P0006,147,46,0,52.79,0,0,45.39,50
2023-09-02,S005,P0011,337,97,0,66.53,15,1,78.59,87
2023-01-11,S001,P0007,415,108,0,28.07,15,1,26.04,178
2022-11-16,S002,P0002,141,41,0,29.14,0,0,32.15,59
2023-04-07,S004,P0014,203,66,0,162.84,5,0,146.67,66
2023-05-13,S005,P0006,258,70,0,58.65,0,0,64.69,93
2023-07-10,S005,P0017,217,115,161,38.1,20,1,43.11,174
2023-05-20,S003,P0001,358,84,0,16.8,0,0,15.17,80
2023-02-28,S001,P0005,86,84,0,54.5,5,0,61.7,88
2023-06-09,S003,P0019,122,122,169,62.35,10,0,62.01,156
2023-03-06,S004,P0003,255,68,0,132.97,10,0,121.86,76
2023-02-17,S001,P0016,473,70,0,30.01,25,1,29.62,92
2022-08-17,S001,P0009,150,79,80,78.1,10,0,75.04,72
2023-06-17,S004,P0014,259,59,0,161.79,5,0,183.62,79
2022-06-29,S005,P0015,413,117,0,54.5,5,0,59.01,142
2022-08-13,S003,P0010,111,111,106,39.86,10,0,34.48,120
2023-05-09,S005,P0018,152,56,0,21.06,5,0,18.67,85
2023-11-11,S005,P0014,50,50,0,158.13,20,1,147.32,112
2022-08-16,S003,P0002,23,23,0,52.12,20,1,45.63,128
2022-10-27,S005,P0004,101,101,136,7.54,15,1,7.28,127
2022-03-16,S005,P0010,206,143,0,70.87,0,0,63.94,136
2023-10-06,S002,P0011,283,116,0,86.52,10,0,101.8,101
2023-11-09,S001,P0005,868,76,0,56.37,0,0,59.89,83
2023-12-16,S002,P0020,297,38,0,105.2,5,0,113.17,34
2022-07-22,S002,P0006,116,102,115,64.46,10,0,70.56,123
2023-02-12,S002,P0008,94,94,110,27.06,5,0,23.72,113
2024-01-03,S005,P0008,84,84,181,61.69,25,1,54.91,172
2022-09-11,S005,P0016,270,82,264,32.54,5,0,37.99,88
2023-11-27,S003,P0018,223,47,0,132.77,5,0,127.4,71
2023-04-04,S001,P0002,61,61,113,70.95,5,0,67.61,121
2023-07-07,S002,P0011,421,70,0,85.15,5,0,101.94,80
2023-11-11,S001,P0002,108,108,103,55.64,20,1,60.23,115
2023-10-06,S004,P0007,753,227,742,35.45,10,1,32.83,190
2022-02-06,S005,P0019,211,74,240,129.02,20,1,118.97,102
2023-10-19,S005,P0008,112,75,86,54.93,15,1,50.35,91
2024-01-26,S002,P0002,287,70,204,31.25,15,1,27.55,111
2022-06-23,S003,P0018,401,127,0,150.89,5,0,142.51,108
2022-03-30,S002,P0007,491,128,0,28.56,5,0,32.87,111
2022-06-17,S001,P0005,259,79,0,60.56,10,0,52.24,122
2023-02-12,S003,P0003,145,88,86,69.22,25,1,68.14,89
2023-08-01,S003,P0010,189,137,165,47.51,0,0,50.65,163
2023-10-07,S003,P0001,154,23,0,13.25,0,0,13.01,19
2022-03-07,S002,P0004,564,140,0,41.36,15,1,47.66,144
2023-11-02,S004,P0017,155,77,77,87.26,15,1,74.24,96
2024-01-25,S002,P0011,330,64,0,94.44,0,0,85.42,80
2022-03-20,S005,P0020,170,170,203,39.75,0,0,43.39,181
2023-11-25,S005,P0017,166,74,107,37.93,5,0,33.57,97
2023-12-07,S003,P0013,553,108,507,85.22,0,0,73.08,132
2023-05-26,S001,P0009,124,98,121,87.82,10,0,80.93,107
2023-11-20,S002,P0014,231,57,0,103.03,10,0,92.95,57
2023-03-24,S003,P0019,83,83,99,52.74,10,0,52.26,101
2022-05-29,S003,P0020,627,185,617,88.26,5,0,94.84,170
2022-03-05,S005,P0015,326,114,0,53.23,5,0,46.85,117
2023-02-14,S005,P0016,227,37,0,25.34,10,0,28.75,36
2022-08-10,S004,P0011,774,185,603,59.83,25,1,51.16,176
2022-11-03,S004,P0011,439,67,482,58.71,10,0,56.77,107
2023-05-27,S001,P0012,0,0,0,77.61,20,1,69.4,132
2023-09-19,S001,P0009,177,85,128,83.65,10,0,91.05,108
2023-09-21,S001,P0008,129,117,148,40.98,25,1,36.54,142
2023-03-10,S005,P0010,245,46,0,49.63,5,0,59.88,60
2022-04-03,S003,P0002,558,189,527,60.69,15,1,56.2,160
2022-03-04,S001,P0012,370,134,0,99.39,10,1,105.1,199
2022-07-16,S005,P0014,94,13,0,124.29,5,0,147.88,16
2022-06-30,S001,P0001,300,39,0,54.92,10,0,48.14,37
2023-07-02,S003,P0016,275,133,334,132.47,0,0,122.42,172
2023-11-21,S001,P0019,157,52,0,97.99,20,1,90.06,83
2022-01-13,S003,P0007,1085,81,0,15.91,0,0,17.24,91
2023-06-17,S002,P0019,0,0,0,83.27,5,0,76.42,81
2022-10-20,S003,P0013,798,91,0,75.98,15,1,72.56,148
2022-01-06,S002,P0019,734,139,0,93.63,0,0,111.08,116
2023-09-13,S001,P0005,1097,119,0,61.89,10,0,67.48,146
2022-09-19,S002,P0020,371,74,0,125.15,15,1,118.53,97
2023-08-14,S002,P0010,156,130,125,81.08,15,1,87.66,120
2023-01-28,S003,P0009,141,87,0,47.56,5,0,50.99,75
2023-07-11,S003,P0015,355,187,0,119.06,10,0,108.4,183
2023-05-26,S005,P0020,213,69,0,28.52,10,0,31.71,102
2023-09-16,S005,P0016,426,110,420,34.11,20,1,29.83,142
2023-10-01,S005,P0007,311,262,402,86.75,25,1,100.66,221
2023-09-27,S002,P0013,302,67,207,21.28,0,0,24.22,86
2023-04-11,S002,P0018,121,69,118,23.4,25,1,20.46,115
2023-03-06,S003,P0018,224,74,0,143.9,0,0,153.64,94
2023-05-29,S005,P0004,170,66,105,7.67,5,0,6.77,97
2022-04-21,S001,P0006,164,134,0,44.14,0,0,47.82,117
2022-07-25,S001,P0001,225,64,129,67.27,0,0,79.18,76
2023-11-19,S001,P0017,75,75,85,23.13,0,0,20.65,85
2022-09-23,S002,P0004,378,133,0,49.7,10,1,49.3,172
2023-01-03,S002,P0016,191,115,268,85.6,15,1,93.14,136
2023-08-20,S003,P0004,774,125,0,23.17,15,1,22.72,134
2022-10-11,S004,P0003,396,103,0,142.66,5,0,165.72,95
2022-03-06,S003,P0006,295,94,0,37.76,10,0,32.92,100
2023-05-02,S005,P0007,207,89,0,67.75,15,1,75.97,89
2023-09-28,S003,P0010,110,88,148,44.75,0,0,53.57,141
2022-11-15,S002,P0014,955,95,0,120.2,20,1,130.91,156
2024-01-16,S004,P0007,188,142,0,25.84,25,1,29.08,158
2023-08-20,S002,P0001,326,97,339,83.64,10,0,75.38,125
2023-05-27,S005,P0018,224,111,0,25.69,0,0,22.66,131
2022-09-24,S003,P0001,247,125,391,19.85,10,0,18.6,168
2023-01-05,S004,P0019,224,120,0,68.8,5,0,60.48,139
2023-11-21,S002,P0013,547,76,0,17.14,25,1,20.42,107
2023-02-26,S005,P0004,128,80,66,6.42,10,1,7.03,76
2023-01-18,S002,P0020,297,47,0,124.13,5,0,133.25,77
2022-07-22,S004,P0012,78,29,50,89.36,5,0,104.3,40
2022-09-15,S003,P0003,84,84,156,96.48,5,0,115.54,135
2022-10-09,S004,P0016,326,50,0,107.97,0,0,124.36,51
2022-12-11,S005,P0013,389,106,0,73.46,5,0,64.72,94
2023-02-16,S005,P0004,157,79,97,7.31,0,0,8.41,83
2022-07-14,S002,P0017,292,49,0,16.39,10,1,15.21,43
2023-03-22,S002,P0007,878,108,0,28.85,10,0,28.01,115
2022-03-20,S004,P0015,353,95,0,100.46,5,0,89.5,84
2023-01-03,S004,P0006,439,165,399,43.09,15,1,38.59,194
2022-01-09,S002,P0002,248,98,200,35.31,0,0,31.8,99
2023-10-26,S004,P0006,252,34,0,27.3,10,0,26.5,34
2023-11-07,S005,P0009,73,59,0,90.21,0,0,95.54,80
2023-12-20,S003,P0004,255,67,0,20.06,10,0,22.29,87
2023-12-03,S001,P0011,326,81,0,162.27,5,0,158.8,75
2022-05-14,S005,P0015,271,76,0,46.66,5,0,44.62,77
2022-04-13,S002,P0008,108,75,71,24.98,0,0,22.04,74
2023-01-17,S004,P0004,440,89,369,56.03,5,0,64.05,127
2023-01-27,S004,P0018,125,73,76,151.8,10,0,135.81,72
2023-03-31,S004,P0002,278,119,236,20.81,10,0,25.09,140
2023-10-20,S004,P0015,225,27,0,80.56,10,0,78.99,40
2022-02-05,S004,P0020,185,107,183,134.63,10,0,130.82,98
2023-04-06,S005,P0002,665,52,0,35.3,15,1,30.47,80
2022-01-06,S003,P0010,258,81,0,38.09,10,0,34.35,106
2023-11-20,S003,P0012,335,81,0,113.55,5,0,101.9,116
2023-02-10,S003,P0009,100,68,75,47.8,10,0,42.84,77
2023-11-12,S005,P0001,195,132,0,11.07,20,1,9.91,126
2023-12-10,S005,P0017,113,63,65,31.19,5,0,35.75,57
2022-12-12,S005,P0013,283,95,299,73.48,0,0,80.97,94
2023-10-16,S001,P0011,69,37,79,138.77,5,0,133.36,34
2022-06-09,S005,P0012,165,86,0,117.08,10,0,133.29,76
2023-02-23,S004,P0007,783,73,0,28.19,0,0,26.93,77
2022-10-10,S004,P0020,222,52,0,125.24,0,0,108.16,49
2022-03-24,S005,P0005,389,122,0,15.11,20,1,15.01,128
2023-12-26,S003,P0014,874,70,0,79.75,5,0,91.6,63
2024-01-26,S005,P0011,310,121,0,81.97,10,0,80.02,118
2022-06-10,S001,P0015,200,134,134,15.02,20,1,17.36,145
2022-08-07,S002,P0005,494,40,0,82.06,0,0,79.83,48
2022-03-09,S004,P0009,124,87,0,115.76,10,1,127.41,130
2023-06-10,S001,P0001,343,50,0,55.59,10,0,59.35,53
2022-07-29,S002,P0011,934,109,0,120.59,0,0,103.32,159
2022-07-11,S004,P0016,313,42,0,83.78,25,1,78.15,46
2022-11-16,S004,P0004,636,153,606,65.4,5,0,75.61,183
2022-04-09,S005,P0004,225,136,0,8.54,5,0,8.11,131
2023-10-15,S004,P0004,522,74,0,46.21,10,0,53.21,84
2022-09-14,S001,P0008,109,109,112,39.85,15,1,44.92,108
2023-04-24,S001,P0016,296,58,0,36.36,0,0,32.97,65
2022-11-28,S004,P0010,417,183,751,35.61,0,0,34.62,190
2022-04-25,S001,P0013,141,18,0,22.69,10,0,25.88,23
2022-01-21,S005,P0013,304,94,270,57.03,20,1,60.59,85
2023-04-30,S004,P0001,294,42,0,9.45,5,0,10.7,67
2022-06-18,S005,P0018,137,105,108,20.57,10,0,17.76,94
2022-09-27,S005,P0001,285,102,0,12.55,0,0,13.69,111
2023-04-30,S005,P0013,336,49,0,59.79,10,0,68.23,65
2023-09-11,S001,P0002,150,75,107,67.45,0,0,60.35,90
2023-04-27,S004,P0019,94,73,98,60.5,5,0,59.53,98
2023-05-10,S003,P0013,385,51,0,62.3,0,0,67.09,54
2022-04-01,S004,P0020,131,81,0,135.82,0,0,131.83,70
2023-11-20,S005,P0007,230,127,0,88.86,10,0,78.63,141
2022-05-31,S002,P0008,90,65,84,26.05,0,0,29.57,101
2023-01-01,S001,P0020,737,58,0,118.36,10,1,108.1,88
2022-04-09,S003,P0018,471,39,0,127.29,5,0,116.71,59
2023-05-21,S004,P0020,203,70,0,124.72,0,0,149.52,61
2022-12-20,S005,P0009,689,84,0,102.11,0,0,108.56,118
2022-04-19,S001,P0019,121,121,164,107.77,25,1,126.12,151
2023-10-25,S003,P0020,109,66,0,51.56,25,1,49.34,59
2022-04-27,S004,P0009,303,106,0,93.69,25,1,103.81,120
2022-10-23,S004,P0016,145,87,0,111.73,10,0,107.47,74
2023-03-04,S004,P0002,155,112,202,18.94,15,1,18.37,111
2022-12-27,S001,P0003,362,93,0,62.12,10,1,59.67,153
2022-07-25,S005,P0007,315,174,368,94.81,15,1,82.02,186
2023-03-28,S002,P0013,637,153,0,22.47,15,1,24.22,156
2023-11-16,S003,P0006,159,117,110,40.89,0,0,43.26,108
2022-08-08,S005,P0012,406,60,0,122.28,5,0,141.72,73
2022-11-27,S002,P0008,168,151,112,28.66,0,0,33.81,132
2023-03-14,S002,P0006,112,95,98,53.41,25,1,46.13,105
2022-10-26,S004,P0012,62,57,64,99.28,5,0,115.46,67
2024-01-15,S005,P0019,191,22,0,108.52,10,0,107.05,25
2023-09-21,S004,P0014,123,123,0,187.35,0,0,205.66,107
2023-08-23,S005,P0002,642,73,0,42.06,10,1,40.93,116
2023-10-26,S001,P0003,140,69,0,56.38,0,0,53.34,87
2023-12-03,S001,P0001,43,43,216,73.4,10,0,73.28,119
2023-10-09,S001,P0004,240,45,0,81.68,10,0,98.85,47
2022-03-25,S002,P0018,121,73,129,25.93,15,1,22.93,108
2023-12-23,S002,P0015,441,71,0,54.64,10,0,58.34,61
2022-05-18,S001,P0014,216,78,0,73.39,5,0,66.25,100
2023-08-15,S004,P0001,734,137,0,11.3,5,0,13.64,120
2022-06-29,S005,P0012,659,36,0,115.06,0,0,103.06,31
2023-02-12,S002,P0019,586,144,586,90.81,10,0,95.99,141
2024-01-13,S001,P0016,235,143,485,40.44,15,1,46.93,166
2022-08-29,S003,P0016,183,129,0,121.13,0,0,112.5,140
2022-06-22,S005,P0020,110,87,111,32.21,5,0,34.91,124
2022-11-19,S003,P0010,204,125,158,44.67,0,0,49.73,141
2023-04-10,S003,P0007,402,224,0,20.43,5,0,22.81,195
2022-02-07,S001,P0016,601,86,0,46.81,0,0,43.98,142
2023-08-17,S001,P0015,155,77,0,15.34,5,0,15.24,81
2022-01-19,S002,P0010,85,85,167,90.9,10,0,103.88,139
2023-07-01,S001,P0008,208,127,0,48.19,10,0,46.14,135
2022-04-25,S002,P0012,958,41,0,56.41,0,0,63.34,41
2023-01-19,S001,P0013,185,63,0,29.83,15,1,29.12,96
2023-08-28,S002,P0009,174,166,290,75.43,0,0,85.92,161
2023-08-31,S002,P0017,248,67,0,22.44,0,0,19.2,100
2023-06-14,S003,P0007,843,36,0,12.72,10,0,14.68,58
2023-06-07,S001,P0014,220,167,0,94.05,0,0,104.26,186
2023-11-08,S001,P0008,63,63,119,48.11,5,0,54.35,133
2022-03-26,S002,P0014,484,85,0,117.44,0,0,139.95,77
2023-04-09,S004,P0005,92,77,67,65.35,5,0,75.92,78
2023-05-27,S005,P0017,141,65,0,26.32,20,1,28.47,57
2023-11-16,S005,P0008,115,115,144,80.0,0,0,72.76,162
2022-08-11,S001,P0011,174,63,152,144.38,10,0,159.02,71
2023-09-27,S003,P0003,96,85,94,93.9,0,0,87.86,94
2023-12-13,S005,P0006,424,178,0,67.14,10,0,72.45,175
2022-12-03,S003,P0001,178,72,0,16.28,10,0,14.05,101
2022-01-06,S005,P0011,260,100,0,67.74,25,1,77.94,132
2022-03-19,S005,P0001,227,103,173,12.29,5,0,10.99,105
2022-02-11,S002,P0012,675,78,0,80.53,0,0,80.45,129
2023-10-31,S004,P0009,280,184,559,138.52,5,0,157.21,174
2023-12-19,S002,P0001,176,51,0,76.61,0,0,69.18,67
2022-09-26,S001,P0020,123,106,0,126.27,0,0,137.73,91
2022-05-02,S002,P0001,288,53,260,74.54,5,0,71.01,74
2022-03-26,S003,P0011,197,130,0,119.07,25,1,113.04,161
2023-08-02,S002,P0001,322,148,0,88.26,20,1,84.78,187
2023-10-29,S004,P0002,589,93,0,19.13,0,0,20.85,81
2022-02-03,S005,P0010,379,75,0,53.14,5,0,58.71,79
2024-01-26,S003,P0020,593,82,0,60.98,10,0,73.09,69
2024-01-18,S005,P0005,321,108,0,17.26,5,0,16.72,115
2023-09-28,S002,P0020,368,58,0,113.27,10,0,124.07,66
2024-01-14,S005,P0017,153,66,73,36.63,0,0,43.44,87
2022-07-31,S002,P0015,406,48,0,54.99,10,0,53.83,49
2023-04-13,S001,P0008,30,30,51,40.48,0,0,37.73,52
2023-08-14,S001,P0009,119,100,125,90.69,5,0,107.18,116
2023-10-03,S002,P0006,75,63,93,59.56,10,0,70.25,98
2022-05-19,S003,P0009,76,61,100,48.09,10,1,55.33,94
2023-12-15,S004,P0010,369,105,0,28.64,0,0,32.33,129
2022-07-24,S005,P0012,295,24,0,108.14,5,0,93.65,29
2022-07-31,S002,P0003,662,88,0,78.25,5,0,71.72,88
2023-10-17,S005,P0020,93,59,51,25.14,10,0,24.73,52
2023-03-29,S003,P0013,593,104,0,69.63,10,0,82.41,117
2022-07-30,S001,P0006,405,94,0,41.6,0,0,38.49,84
